periodo,molienda_cereales_y_oleaginosas,resto_de_alimentos,bebidas,tabaco,textil_indumentaria_y_cuero,madera_papel_y_edicion,refinacion_de_petroleo,quimicos,caucho_y_plastico,minerales_no_metalicos,metales_basicos,metalmecanica,automotriz,resto_de_industria,total_industria
2021-05-01,99829.53599999995,141225.5130000001,42789.46699999998,2258.046,61085.09500000002,95954.35000000002,62521.06300000001,221632.265,65974.73999999996,169773.1459999999,279737.6640000001,22807.251,33802.672,1233.332,1300624.140000001
2021-06-01,96901.60799999999,134952.6500000002,42789.46800000003,2557.665,60105.92499999995,101658.963,65243.73700000002,211099.7100000001,67913.38999999994,168622.109,271404.6,23340.427,34764.156,1276.407,1282630.815
2021-07-01,100081.093,140449.514,41364.74,2245.614,62399.70600000001,106026.921,66511.81300000002,197491.698,67342.72600000002,170070.221,274060.6590000002,23790.66200000001,33788.63900000001,1238.363,1286862.369
2021-08-01,87659.03500000002,141356.9370000001,46480.28800000002,2453.893,62738.96800000002,101204.055,65706.07900000001,202271.0539999999,68700.35900000003,181348.0320000001,291276.323,24012.031,35181.95099999999,1323.829,1311712.834
2021-09-01,86864.82099999998,143247.349,48119.59599999998,2340.042,63804.38099999999,101954.7900000001,63654.37300000001,207215.5539999999,70098.01299999998,187087.1100000002,289857.17,23521.036,33965.27000000001,1249.254,1322978.759
2021-10-01,87837.25000000004,136924.9389999999,49454.52900000002,2285.76,62307.93900000003,104012.6240000001,66279.433,207069.9289999999,68953.94799999999,182928.8369999999,295538.996,22245.616,33899.422,1210.752,1320949.974
2021-11-01,85818.60699999997,140009.0769999999,54728.792,2412.832,63804.68599999999,104051.267,74061.49999999999,221861.99,71891.01299999998,186919.658,290208.4780000001,23297.992,36783.61700000001,1349.573,1357199.082
2021-12-01,69237.33600000002,139910.6880000001,59482.774,2294.206,50187.15300000001,97820.17700000005,74793.47500000001,225101.23,68772.26600000002,175981.129,279258.49,22842.087,35148.05700000001,1350.621,1302179.689
2022-01-01,74660.62100000001,138841.913,60571.578,2659.82,48248.39899999999,98147.60699999996,73442.23299999996,229777.1599999999,63843.59599999998,170342.564,223096.5890000001,20487.73900000001,26386.834,1316.734,1231823.387
2022-01-02,80502.06799999998,138242.5629999998,57132.94300000002,2536.594,60329.24200000001,97696.07400000004,55621.61700000001,208258.178,67816.609,162162.441,227578.2690000001,22123.444,32830.61199999999,1451.891,1214282.545
2022-01-03,89566.16000000002,144806.9689999999,59440.085,2523.248,64919.93399999999,100973.7379999999,60723.81200000001,230640.9289999999,71630.83799999997,176771.101,282409.5059999999,23506.479,35647.42600000001,1253.407,1344813.631999999
2022-01-04,99445.80700000003,143035.6709999999,52326.53099999997,2222.68,63403.70300000001,99152.35299999997,63666.063,224980.0750000001,72947.33099999999,176949.7910000001,245095.8110000001,23636.99299999999,33852.77400000001,1356.062,1302071.645
2022-01-05,103187.166,144730.014,49674.591,2255.704,63236.819,103108.331,68638.74900000003,225001.1970000001,69519.705,182848.6569999999,301124.143,23948.958,33249.80099999998,1265.533,1371789.368
